Minimum Separation [m],Mean Separation [m],Distance Violation Quantity,Joint Position Violation Quantity,Joint Velocity Violation Quantity,Mean Control Effort,Std Control Effort,Time to Reach Goal [s],Mean Tracking Error [m],Maximum Tracking Error [m],Simulation Computation Time [s],P95 Controller Computation Time [s],Mean Controller Computation Time [s]
0.0837330324911656,0.244127591293229,13,0,57,0.950529712734729,0.205068078706811,9.6,0.0167846285118774,0.377997146230803,430.0194581,0.05639341,0.0452426060344828
0.0837330324911657,0.245881866214788,162,0,58,0.930998623392991,0.105363847823187,9.6,0.0174472641524493,0.381755092816886,425.2520657,0.05427709,0.0450599106321839
0.0842134200615947,0.232479970712889,186,0,0,0.845490441851136,0.17525229771894,9.5,0.0141051706772861,0.0586939413771263,932.832176,1.10878975,1.13748289166667
